,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coriallum,,,Franciscopolis,Franciscopolis,,,Atrebatum,Camaracum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constantia,Baiocae,Cadomum,Franciscopolis,Rothomagus,Rothomagus,Lutetia Parisiorum,Lutetia Parisiorum,Durocortorum,Durocortorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brestia,Mons Relaxus,Lannion,,,Avrincae,Cadomum,Cadomum,Noviomagus Lexoviorum,Mediolanum Aulercorum,Lutetia Parisiorum,Lutetia Parisiorum,Lutetia Parisiorum,Iantinum,Durocortorum,,,,,,Porofrancum ad Moenum,Porofrancum ad Moenum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coriosopitum,Oriens,Fanum Sancti Brioci,Macloviopolis,Macloviopolis,,,,,Autricum,Lutetia Parisiorum,Lutetia Parisiorum,Lutetia Parisiorum,Agedincum,,Verodunum,Divodurum,Divodurum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiovia,Kiovia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oriens,Dariorigum,Condate Redonum,Condate Redonum,,Cenomanus,Cenomanus,,Aurelianum,Aurelianum,,,Agedincum,Tricassium,,,,Argentorate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiovia,Kiovia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dariorigum,Portus Namnetus,Portus Namnetus,Juliomagus,Juliomagus,,Caesarodunum,Blesum,Aurelianum,,Autissiodorum,Autissiodorum,Lingones,,,Argentorate,Argentorate,,,,,,,Ratisbona,Ratisbona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portus Namnetus,Portus Namnetus,,,,Caesarodunum,Blesum,Avaricum,Avaricum,,Augustodunum,Divio,Divio,,,,,,,Augusta Vindelicorum,Augusta Vindelicorum,Monacum,Ratisbona,Batavia Bavariae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupes ad Yonem,Rupes ad Yonem,,,,,,Nevirnum,Nevirnum,Augustodunum,Augustodunum,Divio,,,,,,,,Augusta Vindelicorum,Augusta Vindelicorum,Monacum,Monacum,Batavia Bavariae,Batavia Bavariae,Lentia,Vindobona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupella,,,,,,,,,,,,,,,,,,,,,,Salisburgum,Salisburgum,Lentia,Vindobona,Vindobona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupella,,,,,,,,,,,Genava,,,,,,,,,,,Salisburgum,Salisburgum,Lentia,Vindobona,Vindobona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burdigala,Burdigala,,,,,,,Lugdunum,Lugdunum,Camberiacum,Genava,,,,,,,,,,,,Clagenfurtum,Graecia,Graecia,,,,Aquincum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burdigala,,,,,,,,Fanum Sancti Stephani,Lugdunum,Camberiacum,,,Taurinorum,Mediolanum,Mediolanum,Brixia,,,Tridentum,Tridentum,Utinum,Clagenfurtum,Clagenfurtum,Graecia,Graecia,,,,Aquincum,,,,,,Varadinum,Claudiopolis,Claudiopolis,,Novum Forum,Novum Forum,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Ferreolus,Ferreolus,Abilius,,,,,,,,,,,Martianum,,,,,,,Anicium Vellavorum,Acumum,Valentia,Gratianopolis,,Taurinorum,Taurinorum,Novaria,Mediolanum,Brixia,Verona,Verona,Tarvisium,Aquileia,Goritia,Aemona,Aemona,Marburgum,Marburgum,,,,Aquincum,,,,,,Varadinum,Claudiopolis,Claudiopolis,Castrum,Novum Forum,Novum Forum,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Brigantium,Brigantium,Lucus Augusti,Abilius,Gigia,Gigia,,,,,,,,Baiona,Baiona,,,Tolosa,Tolosa,Castra Albigensium,,Alestum,Avenio,Orange,,Cuneum,Cuneum,Alexandria,Papia,Papia,Cremona,Mantua,Venetia,Venetia,,Tergeste,Aemona,Aemona,Zagrabia,Zagrabia,,,,,,,,,,Apulum,,,Castrum,Castrum,,,,,,,,,,,,,,,,,,Phanagoria,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Ad Duos Pontes,Compostella,Lucus Augusti,,,,,,,,,Fanum Sancti Sebastiani,Fanum Sancti Sebastiani,,,,,Tolosa,Tolosa,Castra Albigensium,,Nemausus,Avenio,Aquae Sextiae,,,Nicaea,Genua,Genua,Spedia,Parma,Mutina,Ferraria,,,Pietas Iulia,Flumen,Flumen,Zagrabia,Zagrabia,,,,,,,,,Timishora,Apulum,Apulum,,,,,,Galats,Bolhorod,Bolhorod,,,,,,,,Theodosia,Theodosia,Theodosia,,Phanagoria,Phanagoria,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Vicus Spacorum,Auriense,Auriense,Ponferada,Legio,Legio,,,,,,Pompaelo,Pompaelo,,,,,,,Carcaso,Monspessulanus,Monspessulanus,Massilia,Massilia,Canua,Nicaea,,,,Luca,Luca,Bononia,Ravenna,,,,,Flumen,Raetinium,,,,,,,,,Solngrad,Solngrad,Apulum,Apulum,,,,,,Galats,Bolhorod,Bolhorod,,,,,,Chersonesus,Chersonesus,Theodosia,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Bracara Augusta,Bracara Augusta,,Ponferada,Legio,Legio,,Burgi,,,Lucronium,Pompaelo,Pompaelo,Iaca,,,,,,Narbo Martius,Baeterrae,,,Massilia,Telo Martius,,,,,,Pisae,Florentia,Ravenna,Ariminum,,,,Iadera,Iadera,,,,,Sirmium,Singidunum,Singidunum,Singidunum,Solngrad,Solngrad,,,,,,Buzau,Buzau,Tomis,Tomis,,,,,,,,Chersonesus,,,,,,,,,,,
,,,Fortitudinem Patrare,,,,,,,,,,,,,,,,,,,,Portucalis,Portucalis,Brigantia,Ocellodurum,Legio,Legio,Pallentia,Burgi,Burgi,,,,,Urbs Victrix,Iaca,,Andorra Vetus,,,Perpinianum,,,,,,,,,,,Pisae,Saena,Florentia,Ariminum,Pisaurum,,,,Iadera,Spalatum,,,,Sirmium,Singidunum,Singidunum,Singidunum,Drobetae,Drobetae,Krayova,Krayova,Krayova,Bucaresta,Bucaresta,Buzau,Durostolon,Durostolon,Tomis,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Portucalis,Portucalis,Brigantia,Ocellodurum,Ocellodurum,Valdoletum,Valdoletum,Valdoletum,,,,,Caesaraugusta,Caesaraugusta,Urbs Victrix,,Minorisa,Minorisa,Gerunda,Gerunda,,,,,,,,Mantinum,,,,Labro,Perusia,Perusia,Ancona,,,,,Spalatum,Spalatum,Mandetrium,,,Singidunum,Singidunum,Singidunum,Drobetae,Bononia,Bononia,Krayova,Krayova,Bucaresta,Bucaresta,Sexaginta Prista,Sexaginta Prista,Durostolon,Odessos,,,,,,,,,,,,,,,,,,,
,,,,,Delgada Ponta,Delgada Ponta,,,,,,,,,,,,,,,,Aviarium,Viso,Cava Juliana,Mirobriga,Salmantica,Salmantica,Abela,Segovia,,Matritum,Guadalaxara,Guadalaxara,Bilbilis,Caesaraugusta,Caesaraugusta,Ilerda,Ilerda,Barcino,Barcino,Barcino,Gerunda,,,,,,,Adiacium,Mantinum,,,,Grossetum,Grossetum,Perusia,,Ancona,,,,,Ragusium,Mandetrium,Saloniana,Saloniana,,,Naissus,Naissus,Bononia,Bononia,Preziduim,Novae,Novae,Novae,Sexaginta Prista,Sexaginta Prista,Odessos,Odessos,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Conimbriga,Conimbriga,Cava Juliana,,,,,,Matritum,Matritum,Matritum,Guadalaxara,Bilbilis,Bilbilis,Catamosa,Ilerda,Tarraco,Barcino,Barcino,,,,,,,,,Adiacium,Bonifacium,,,,,Roma,Roma,Aquila,,,,,,,Ragusium,Ragusium,Saloniana,Dioclea,,Naissus,Naissus,Serdica,Serdica,Preziduim,Novae,Novae,Irinopolis,Irinipolis,Diospolis,Mesembria,,,,,,,,,,,,,,,,,,,,
,,,,,,Villa Portus,,,,,,,,,,,,,,,,Leria,Conimbriga,,,,Norba Caesarina,Norba Caesarina,,Toletum,Matritum,Matritum,,Segobriga,Terulium,,Tarraco,Tarraco,,,,,,,,,,,,,,,,,Roma,Roma,Roma,Teate,Aternum,,,,,,Ragusium,,Dioclea,Ulpiana,Ulpiana,Scupi,Serdica,Serdica,Philippopolis,Philippopolis,Hadrianopolis,Irinopolis,Diospolis,Diospolis,Mesembria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Olissipo,Olissipo,Scalabis,,,,Norba Caesarina,Norba Caesarina,,Toletum,Toletum,Segobriga,Segobriga,,,Castalia,Castalia,,,,,,,,,,,,,Olbia,,,,,,Roma,Roma,,Aternum,Aternum,Castellum Sancti Severini,,,,,Scodra,Scodra,Draudacus,Draudacus,Scupi,Serdica,Serdica,Philippopolis,Philippopolis,Hadrianopolis,Hadrianopolis,Hadrianopolis,Deultum,Deultum,,,,,,,,,,Sinope,Sinope,Sinope,Amisus,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Olissipo,Olissipo,Eboracum,Eboracum,Bados,Bados,Emerita Augusta,Emerita Augusta,,,,,Albacetum,Albacetum,Valentia,Valentia,,,,,,,,,,,,,Sassaris,Olbia,,,,,,,Tarracina,Neapolis,Neapolis,Beneventum,Fovea,Barium,,,,Scodra,Scodra,Achris,Achris,Scupi,Petra,Serrae,Serrae,Philippopolis,Hadrianopolis,Hadrianopolis,Hadrianopolis,Raedestus,Raedestus,Konstantinoupolis,,,,,,Amastris,Amastris,Amastris,Sinope,Sinope,Sinope,Amisus,Amisus,Koloneia,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cines,Eboracum,Eboracum,Bados,Bados,Emerita Augusta,Emerita Augusta,,,,,Albacetum,Albacetum,Valentia,Valentia,,,,,,Palma Maiorica,,Portus Magonis,,,,,Algarium,,,,,,,,,,Neapolis,,Potentia,Tarentum,Brundisium,,,Dyrrhachium,Dyrrhachium,Achris,Achris,Heraclea,Petra,Serrae,Serrae,Christoupolis,Alexandropolis,Alexandropolis,Kallipolis,Raedestus,Raedestus,Konstantinoupolis,Konstantinoupolis,Konstantinoupolis,Nicomedia,Heraclea,Heraclea,Amastris,Amastris,,Gangaria,Gangaria,Sogat,Amaseia,Amaseia,Koloneia,Koloneia,Neocaesarea,Neocaesarea,Trapezounta,Trapezounta
,,,,,,,,,,,,,,,,,,,,,,Cines,Civitas Pacensis,Civitas Pacensis,,,,,Corduba,Corduba,Oringis,Oringis,Acci,,Ad Aras,Lucentum,Dianium,,,Ebusus,,Palma Maiorica,,,,,,,Aristianis,Caralis,,,,,,,,,,Salernum,Cosentia,,,Brundisium,,Dyrrachium,Dyrrachium,Pulcheriopolis,,Heraclea,Thessaloniki,Thessaloniki,Thessaloniki,Christoupolis,Christoupolis,Kallipolis,Kallipolis,,,,,Nicomedia,Nicomedia,Claudiopolis,Claudiopolis,Claudiopolis,Ankyra,Ankyra,Gangaria,Sogat,Sogat,Amaseia,,,Sebastopolis,Neocaesarea,Neocaesarea,Trapezounta,
,,,,,,,,,,,,,,,,,,,,,,Lacupolis,Portus Hannibalis,Civitas Pacensis,Onuba,Onuba,Hispala,Hispala,Corduba,Corduba,Granata,Granata,Acci,,Murtia,Lucentum,,,,,,,,,,,,,Caralis,Caralis,,,,,,,,,,,Consentia,,,,,,Aulona,Aulona,Kalyvia,Kalyvia,Thessaloniki,Thessaloniki,Thessaloniki,,,,,Abydos,Brusa,Brusa,Nikaea,Nikaea,Dorylaeum,Dorylaeum,Claudiopolis,Amorium,Ankyra,Ankyra,Ankyra,Sogat,Sogat,,Sebastopolis,Sebastopolis,Sebastopolis,Sebasteia,,,Nicopolis
,,,,,,,,,,,,,,,,,,,,,,,Portus Hannibalis,Ossonoba,Onuba,Onuba,Hispala,Hispala,Antikaria,Antikaria,Granata,,,Carthago Nova,Carthago Nova,,,,,,,,,,,,,,,,,,,,,,,,,,Catacium,Croto,,,,,,Anchiasmus,Ioannina,Larissa,Thessaloniki,,Thessaloniki,,,,Abydos,Abydos,Brusa,Brusa,Nikaea,Nikaea,Dorylaeum,Dorylaeum,Amorium,Amorium,Caesaria,Caesaria,Caesaria,Anaxarbus,Anaxarbus,Caesarea,Caesarea,Ariarathia,Ariarathia,Sebasteia,Sebasteia,Nicopolis,Nicopolis
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gades,Xeresium,Antikaria,Malaca,Malaca,Malaca,Almaria,Almaria,,,,,,,,,,,,,,,,,,,,,,,,,,,Catacium,,,,,Corcyra,,Anchiasmus,Ioannina,Larissa,Larissa,,,,,,Pergamum,Pergamum,Sardis,Sardis,Nikaea,Nikaea,Nikaea,Amorium,Amorium,Amorium,Caesaria,Caesaria,Caesaria,Anaxarbus,Anaxarbus,Caesarea,Caesarea,Ariarathia,Ariarathia,Arabissus,Malateia,Malateia,Arsamosata
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gades,Xeresium,Salduba,Malaca,,,,,,,,,,,,,,,,,,,,,,,,Drepanum,Panormus,Panormus,Mylae,Messana,,Rhegium,,,,,,Corcyra,,Nicopolis,Nicopolis,Salona,Salona,Athenai,Athenai,,,,,Smyrna,Sardis,Sardis,Sardis,Synnadia,Synnadia,Synnadia,Ikonion,Ikonion,Ikonion,,,Podandus,Podandus,,,Comana,Comana,Arabissus,Malateia,Malateia,Arsamosata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calpe,,,,,,,,,,,,,,,,,,,,Hippo Diarrhytus,Hippo Diarrhytus,,,,,,Lilybaeum,Agrigentum,Nissa,,,,,,,,,,,,Nicopolis,Salona,Salona,Athinai,Athinai,Athenai,,,Smyrna,Smyrna,Ephesus,Ephesus,Philadelphia,Philadelphia,Synnadia,Synnadia,,Ikonion,Ikonion,Ikonion,Ikonion,Podandus,,,Anazarbus,Sision,Germanikeia,Germanikeia,Samosata,Samosata,Amida
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saldae,Hippo Regius,Hippo Regius,Thabraca,Carthago,Carthago,Carthago,,Cossyra,,,,,Ragusa,Syracusae,,,,,,,,,Cephallenia,,,,,Athinai,,,Megalonisos,,,,Ephesus,Ephesus,Laodicea,Laodicea,,,Ikonion,,Ikonion,Ikonion,Ikonion,Tarsus,Tarsus,Anazarbus,Anazarbus,Sision,Germanikeia,Germanikeia,Samosata,Samosata,Amida
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tingis,Septa,,,,,,,,,,,,Algeria,Algeria,,Saldae,Saldae,Constantina,Constantina,Bea,Carthago,Carthago,,,,,,,,,Syracusae,,,,,,,,,,,Patrae,Patrae,Corinthus,Corinthus,Nauplia,,,,Chios,,Tralles,Tralles,Laodicea,Laodicea,Perge,Attaleia,Attaleia,Laranda,,Seleucia,Seleucia,Tarsus,Tarsus,Adana,Adana,Alexandretta,Alexandretta,Apamea,Apamea,Edessa,Edessa
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tingis,Tamuda,Tamuda,,,,,,,,Oran,Cartenna,Tenes,Algeria,Algeria,Sitifis,Sitifis,Sitifis,Constantina,Constantina,Cairuan,Cairuan,Hadrumetum,,,,,,,,,,,,,,,,,,,,,Kalamata,Mystra,Mystra,,,Naxos,,,,Tralles,Tralles,Myra,Perge,Perge,Attaleia,Attaleia,Laranda,Laranda,,Seleucia,Tarsus,,Adana,,Alexandretta,Alexandretta,Batnai,Batnai,Edessa,Edessa
,,,,,,,,,,,,,,,,,,,,,,,,,,Lixus,Sarelcebir,Sarelcebir,Chauen,Valas Petram,Valas Petram,Rusadir,,,Ad Albulas,Oran,Oran,Mascaria,Tenes,,,,,,,,Cairuan,Cairuan,Ruspina,Ruspina,,,,,,,Valletta,,,,,,,,,,,,,Kalamata,Mystra,Mystra,,,,,,,,,,,Perge,Attaleia,,,Laranda,Seleucia,Seleucia,,,,,Antiocheia,Antiocheia,Beroea,Beroea,Edessa,Edessa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fez,Fez,,,Rusadir,Nador,Pomaria,Pomaria,Sidium,Sidium,,,,,,,,,,,,Thaenae,Thaenae,,,,,,,,,,,,,,,,,,,,,,Monemvasia,,,,,,,,Rhodus,,,,,,,,,,,,,,Tripolis,Tripolis,Beroea,Beroea,Kallinikos,Kallinikos
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udaria,Pomaria,,,,,,,,,,,,,,Thaenae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodus,,,,,,,,,,,Salamis,,,,Tripolis,Tripolis,Emesa,Emesa,Palymra,Palymra
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tacape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphus,Nicosia,Salamis,,,,,Berytus,,Emesa,Emesa,Palymra,Palymra
,,,,,,,,Funcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tacape,Midinene,,,,,,,,,,,,,,,,,,,,,,,Cydonia,Heracleum,Heracleum,Heracleum,,,,,,,,,,,Lemesus,Nicosia,,,,,,Berytus,Berytus,Damascus,Damascus,Damascus,Palymra
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midinene,Sabrata,Sabrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyros,Tiberias,Tiberias,Damascus,Damascus,Damascus,Dionysias
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabrata,Tripolis,Tripolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akre,Sebaste,,Bostra,Bostra,Dionysias,Dionysias
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tripolis,Tripolis,Emesa,Tubartis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akre,Sebaste,Sebaste,Bostra,Bostra,Dionysias,Dionysias
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emesa,Tubartis,Tubartis,,,,,,,,,,,Tolmeta,Cyrene,Cyrene,Cyrene,,,,,,,,,,,,,,,,,,,,,Ascalonia,Hierosolyma,Hierosolyma,Philadelphia,Philadelphia,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tubartis,Tubartis,,,,,,,,,,Hesperides,Hesperides,Cyrene,Cyrene,Cyrene,Apollonia,,,,,,,,,,,,,,,,,,,,Ascalonia,Hierosolyma,,Philadelphia,Philadelphia,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tubartis,Tubartis,Macomades Selorum,,,,,,,,,Hesperides,Hesperides,,,,Apollonia,Apollonia,Antipyrgos,Antipyrgos,,,,,,,,,Alexandreia,Butus,Damieta,Damieta,,,,Gaza,Gaza,Bersabee,,Petra,,,,
,,,,,Sancta Crux Palmae,,,,Sancta Crux Nivariae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macomades Selorum,Macomades Selorum,Macomades Selorum,Leptis Magna,Leptis Magna,,,,,Hesperides,Hesperides,,,,,Apollonia,Antipyrgos,Antipyrgos,Antipyrgos,Zygra,Zygra,Mersa,Mersa,,,Alexandreia,Alexandreia,Butus,Damieta,Damieta,Pelousion,Pelousion,Gaza,Gaza,Bersabee,Petra,Petra,Petra,,,,
,,,,,,,,Sancta Crux Nivariae,,,Palmae Canariae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macomades Selorum,Macomades Selorum,Leptis Magna,Leptis Magna,Philaenorum Arae,,,Berenice,Berenice,,,,,,,,,Antipyrgos,Zygra,Zygra,Mersa,Mersa,Paraitonion,Paraitonion,Alexandreia,Alexandreia,Heliopolis,Heliopolis,Clysma,Clysma,Clysma,,Aelana,Aelana,Aelana,Petra,Petra,Tabouk,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leptis Magna,Philaenorum Arae,Philaenorum Arae,Philaenorum Arae,Berenice,,,,,,,,,,,,,,,,,,,Heliopolis,Heliopolis,Clysma,,Pharan,,Aelana,,Aelana,Tabouk,Tabouk,Tabouk,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heliopolis,Heliopolis,Heliopolis,,,Pharan,,,Leuce Come,Tabouk,Tabouk,Tabouk,,,
