,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musqu,Musqu,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamburg,,,,,,,,,,,,,,,,,,,,Filniyus,Filniyus,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amstardam,,,,,,Hamburg,Hamburg,,,,,,,,,,,,,,,,,,,Filniyus,Filniyus,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundun,,,,,,,Lahay,Amstardam,,,,,,Hamburg,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antwirb,Antwirb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruj,,Bruqsil,Bruqsil,,,,,,,,,,,Barlin,Barlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruqsil,Bruqsil,,,,,,,,,,,Barlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quluniyah,Quluniyah,,,,,,,,,,,,,,,,,Warsu,Warsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baris,Baris,,,,,,,,,,,,,,,,,,,,,,,,Warsu,Warsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baris,Baris,Baris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baris,Baris,Baris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qiyif,Qiyif,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birag,Birag,,,,,,,Krakuf,Krakuf,,,,,,,,,,,,,,Qiyif,Qiyif,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balat Ash-Shuhad,,,,,,,,,,,,,,,,,,,Birag,Birag,,,,,,,Krakuf,Krakuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balat Ash-Shuhad,,,,,,,,,,,,,,,,Miyuniq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miyuniq,Miyuniq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bazil,Zuriq,Zuriq,,,,,,,,,,Fiyanah,Fiyanah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jinif,,,,,,,,,,,,,,Fiyanah,Fiyanah,,,,,,,,,,,,,,,,,Qishinaw,Qishinaw,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burdigalah,Burdigalah,,,,,,,,,,Jinif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qishinaw,Qishinaw,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burdigalah,,,,,,,,,,,,,,Milanu,Milanu,,,,,,,,,,,,,,Buda,Bist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jabal Al-Marsun,,,,,,,,,,,,,,,Milanu,,,,,,,Liyubliyanah,Liyubliyanah,,,,,,Buda,Bist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayyunah,Bayyunah,,,Tolosah,Tolosah,,,,,,,,,,,,,,Al-Bunduqiyah,Al-Bunduqiyah,,,Liyubliyanah,Liyubliyanah,Zagrib,Zagrib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sant Yaqub,,,,,,Sant Andir,Sant Andir,Bilbu,Bilbu,Sant Sibastan,Sant Sibastan,,,,,Tolosah,Tolosah,,,,,,,,,,,,,,,,,,,,Zagrib,Zagrib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Bunfaradah,Liyyun,Liyyun,,Al-Beqah,Al-Beqah,Bituriyyah,Bituriyyah,Bambalunah,Bambalunah,,,,,,,Qarqasonah,Jabal Al-Belanus,Jabal Al-Belanus,Marsiliyah,Marsiliyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Barqah,Barqah,,Bunfaradah,Liyyun,Liyyun,Safagun,Burchiah,,Al-Najarah,Al-Krun,Bambalunah,Bambalunah,Dyaqah,,,,,,Narbonah,Batirah,,,Marsiliyah,,,,,,,,,,,,,,,,,,,,,Bilgrad,Bilgrad,Bilgrad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Burtuqal,Burtuqal,Baraqansah,Madinah Zamurah,Liyyun,Liyyun,Balansiyah,Burchiah,Burchiah,Suriah,Suriah,Qalat' Hurah,Tutilah,Wasqah,Dyaqah,,Al-Wilah,,,Perpinyah,,,,,,,,,,,,,,,,,,,,,,,,,Bilgrad,Bilgrad,Bilgrad,,,,,,Buqarist,Buqarist,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Burtuqal,Burtuqal,Baraqansah,Madinah Zamurah,Madinah Zamurah,Balat Al-Walid,Balat Al-Walid,Balat Al-Walid,Arandah,Suriah,Suriah,Tutilah,Saraqustah,Saraqustah,Wasqah,Gharib Al-Sequrah,Minarisah,Minarisah,Girundah,Girundah,,,,,,,,,,,,,,,,,,,,,,,,,Bilgrad,Bilgrad,Bilgrad,,,,,,Buqarist,Buqarist,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Al-Bayrun,Al-Bishun,Qubiliyyah,Madinah Al-Briqah,Salamanqah,Salamanqah,Abilah,Siqubiyyah,,Al-Majrit,Wadi Al-Hejarah,Wadi Al-Hejarah,Qalat' Ayyub,Saraqustah,Saraqustah,Laridah,Laridah,Barsalunah,Barsalunah,Barsalunah,Girundah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qulumriyah,Qulumriyah,Qubiliyyah,Al-Qantarah,Al-Shinsiyah,,,,Al-Majrit,Al-Majrit,Al-Majrit,Wadi Al-Hejarah,Qalat' Ayyub,Qalat' Ayyub,Qalat' Musa,Laridah,Taraqunah,Barsalunah,Barsalunah,,,,,,,,,,,,,,,Rumiyah,Rumiyah,,,,,,,,,,,,,,,,Sufiyah,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Iriyyah,Qulumriyah,Bur Al-Agrah,Abu Al-Qurq,Abu Al-Qurq,Qasr Al-Azad,Qasr Al-Azad,Al-Talabayrah,Tulaytulah,Al-Majrit,Al-Majrit,Qunqah,Qunqah,Tirwal,,Taraqunah,Taraqunah,,,,,,,,,,,,,,,,,Rumiyah,Rumiyah,Rumiyah,,Pisqarah,,,,,,,,,,,Skubyi,Sufiyah,Sufiyah,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Al-Ishbunah,Al-Ishbunah,Shantarin,Bur Al-Agrah,Abu Al-Qurq,Abu Al-Qurq,Qasr Al-Azad,Qasr Al-Azad,Al-Talabayrah,Tulaytulah,Tulaytulah,Qunqah,Qunqah,Qunqah,,Al-Qastilon,Al-Qastilon,,,,,,,,,,,,,,,,,,,Rumiyah,Rumiyah,,Pisqarah,Pisqarah,,,,,,,,,,Skubyi,Sufiyah,,,,,,,,,,,,,,,,,,Sinopi,Sinopi,Sinopi,Samsun,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Al-Ishbunah,Al-Ishbunah,Yaburah,Yaburah,Batalyus,Batalyus,Maridah,Maridah,Hisn Al-Madin,Hisn Al-Madin,Maslakha,Maslakha,Al-Basit,Al-Basit,Balansiyah,Balansiyah,,,,,,,,,,,,,Sassari,,,,,,,,,Nabuli,Nabuli,,,Al-Bari,,,,,,,,,,,,,,,,,,Qustantiniyah,,,,,,Ismid,Kastamonu,Kastamonu,Sinopi,Sinopi,Sinopi,Samsun,Samsun,Karahisar,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sines,Yaburah,Yaburah,Batalyus,Batalyus,Maridah,Maridah,Hisn Al-Madin,Hisn Al-Madin,Maslakha,Maslakha,Al-Basit,Al-Basit,Balansiyah,Balansiyah,,,,,,Madinah Mayurqah,,Madinah Manurqah,,,,,Al-Jarun,,,,,,,,,,Nabuli,,,Tarant,,,,,,,,,,,,,,,,,,Qustantiniyah,Qustantiniyah,Qustantiniyah,Iznik,Iznik,Ismid,Ismid,Eskisehir,,Tokut,Tokut,Sogut,Amasya,Amasya,Karahisar,Karahisar,Niksar,Niksar,Tarabizun,Tarabizun
,,,,,,,,,,,,,,,,,,,,,,Sines,Bajad Az-Zayt,Bajad Az-Zayt,Sherish,Sherish,Allarinah,Allarinah,Qurtubah,Qurtubah,Jayyan,Jayyan,Wadi Ash,,Al-Manzah,Al-Laqant,Daniyyah,,,Ebusim,,Madinah Mayurqah,,,,,,,Aristanis,Calaris,,,,,,,,,,,,,,,,,,,,,Saloniqa,Saloniqa,Saloniqa,,,,,,,,,Iznik,Iznik,Iznik,Angyra,Angyra,Eskisehir,Eskisehir,Tokut,Tokut,Sogut,Amasya,,,Sulusaray,Niksar,Niksar,Tarabizun,
,,,,,,,,,,,,,,,,,,,,,,Zawayah,Burj Munt,Bajad Az-Zayt,Welbah,Welbah,Ishbiliyah,Ishbiliyah,Qurtubah,Qurtubah,Garnatah,Garnatah,Wadi Ash,,Madinah Mursiyah,Al-Laqant,,,,,,,,,,,,,Calaris,Calaris,,,,,,,,,,,,,,,,,,,,,Saloniqa,Saloniqa,Saloniqa,,,,,,Brusa,Brusa,Karisa,Karisa,Izmir,Izmir,Angyra,Angyra,Anqara,Anqara,Tokat,Konia,Kaisariyah,,Sulusaray,Sulusaray,Sulusaray,Sebhast,,,Koyulhisar
,,,,,,,,,,,,,,,,,,,,,,,Burj Munt,Al-Harun,Welbah,Welbah,Ishbiliyah,Ishbiliyah,Madinah Antakirah,Madinah Antakirah,Garnatah,,,Qartayanat Al-Halfa,Qartayanat Al-Halfa,,,,,,,,,,,,,,,,,,,,,,,,,,Qatansar,,,,,,,,,,Saloniqa,,Saloniqa,,,,Manissa,Manissa,Brusa,Brusa,Karisa,Karisa,Izmir,Izmir,Edremit,Edremit,Anqara,Anqara,Konia,Konia,Kaisariyah,Kaisariyah,Kaisariyah,Aziziye,Aziziye,Sebhast,Sebhast,Koyulhisar,Koyulhisar
,,,,,,,,,,,,,,,,,,,,,,,,,,,Qadis,Sherish,Madinah Antakirah,Malaqah,Malaqah,Al-Jidah,Al-Mariyyat,Al-Mariyyat,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatansar,,,,,,,,,,,,,,,,Manissa,Manissa,Manissa,Sardis,Sardis,Izmid,Izmir,Izmir,Edremit,Edremit,Kaisaryek,Konia,Konia,Konia,Kaisariyah,Kaisariyah,Kaisariyah,Aziziye,Aziziye,Yarpuz,Malatya,Malatya,Ashmushat
,,,,,,,,,,,,,,,,,,,,,,,,,,,Qadis,Sherish,Marbilah,Malaqah,,,,,,,,,,,,,,,,,,,,,,,,Itrabinis,Balarm,Balarm,Melaz,Massinah,,Riveh,,,,,,,,,,,,Atina,Atina,,,,,Smyrna,Smyrna,Sardis,Sardis,Izmid,Izmid,Eskisehir,Kermian,Kermian,Kaisaryek,,,Akserat,Bamadan,,,Tufanbayli,Tufanbayli,Yarpuz,Malatya,Malatya,Ashmushat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yabal Tariq,,,,,,,,,,,,,,,,,,,,Binzart,Binzart,,,,,,Marsa' Ali,,Qalat Al-Nissah,,,,,,,,,,,,,,,Atina,Atina,Atina,,,Smyrna,Smyrna,Smyrna,Smyrna,Sardis,Pergya,Hamid,Hamid,,Kermian,Akshehr,Akshehir,Akserat,Akserat,,,Ain Zarba,Sis,Mar'ash,Mar'ash,Samsat,Samsat,Diyar Bakr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bijayah,Annabah,Annabah,Tabarqah,Tunis,Tunis,Tunis,,Bent El Riah,,,,,Al-Ragus,Syraquzah,,,,,,,,,,,,,,Atina,,,,,,,Ephesus,Ephesus,Myra,Pergya,,,Kermian,,Akshehir,Akshehir,Adana,Adana,Tarsus,Ain Zarba,Ain Zarba,Sis,Mar'ash,Mar'ash,Samsat,Samsat,Diyar Bakr
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanjah,Sabtah,,,,,,,,,,,,Al-Jazair,Al-Jazair,,Bijayah,Bijayah,Qusantinah,Qusantinah,Bajah,Tunis,Tunis,,,,,,,,,Syraquzah,,,,,,,,,,,,,,,,,,,,,Aydin,Aydin,Myra,Perga,Perga,Antalyah,Antalyah,Antalyah,,Silifke,Silifke,Tarsus,Tarsus,Adanah,Adanah,Al-Iskandarun,Al-Iskandarun,Belkis,Belkis,Ar-Ruha,Ar-Ruha
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanjah,Titwan,Titwan,,,,,,,,Wahran,Mustaghanam,Tenes,Al-Jazair,Al-Jazair,Satif,Satif,Satif,Qusantinah,Qusantinah,Al-Qairawan,Al-Qairawan,Susah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aydin,Aydin,Myra,Perga,Perga,Antalyah,Antalyah,Karaman,Karaman,,Silifke,Tarsus,,Adanah,,Al-Iskandarun,Al-Iskandarun,Saruj,Saruj,Ar-Ruha,Ar-Ruha
,,,,,,,,,,,,,,,,,,,,,,,,,,Al-Araish,Al-Qasr al-Kabir,Al-Qasr al-Kabir,Shafshawan,Al-Badis,Al-Badis,Malilah,,,Ain Tumusanat,Wahran,Wahran,Muaskar,Al-Asnam,,,,,,Tbessa,Tbessa,Al-Qairawan,Al-Qairawan,Al-Munastir,Al-Munastir,,,,,,,Al-Falitah,,,,,,,,,,,,,,,,,,,,,,,,,,Perga,Antalyah,,,Karaman,Silifke,Silifke,,,,,Antakya,Antakya,Halab,Halab,Ar-Ruha,Ar-Ruha
,,,,,,,,,,,,,,,,,,,,,,,,,Ar-Ribat,Ar-Ribat,Maknas,Fas,Fas,,,Malilah,An-Nazur,Tilimsan,Tilimsan,Sidi Bel-Abbas,Sidi Bel-Abbas,,Tiyarat,Al-Jilfah,,,,,,Tbessa,Al-Qasrain,Al-Qasrain,Safaqus,Safaqus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodos,,,,,,,,,,,,,,Tarabulus,Tarabulus,Halab,Halab,Ar-Raqqah,Ar-Raqqah
,,,,,,,,,,,,,,,,,,,,,,,,Ar-Ribat,Ar-Ribat,Maknas,Maknas,Fas,Fas,Tazah,Garsif,Tahrirt,Tahrirt,Wajdah,Tilimsan,,,,Tiyarat,Al-Jilfah,,,,,,Qafsa,Qafsa,Safaqus,Safaqus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodos,,,,,,,,,,,Gazi Magusah,,,,Tarabulus,Tarabulus,Hims,Hims,Tadmur,Tadmur
,,,,,,,,,,,,,,,,,,,,,,Ad-Dar al-Baydah,Ad-Dar al-Baydah,Fadl Allah,Fadl Allah,Al-Khamiset,Al-Khamiset,Azru,Azru,,,Debdu,,,,,,,,,,,,,,Qafsa,Qafsa,Qabis,Qabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baf,Niqusiyah,Gazi Magusah,,,,,Bayrut,,Hims,Hims,Tadmur,Tadmur
,,,,,,,Funqal,Funqal,,,,,,,,,,,,,Mazighan,Ad-Dar al-Baydah,Ad-Dar al-Baydah,Churibkah,Churibkah,Churibkah,Khanifrah,Khanifrah,,Midelt,,Tindit,,,,,,,,,,,,,,,,Qabis,Qabis,Madaniyin,,,,,,,,,,,,,,,,,,,,,,,Chania,Chania,Candia,Candia,,,,,,,,,,,Leymosun,Niqusiyah,,,,,,Bayrut,Bayrut,Dimashq,Dimashq,Dimashq,Tadmur
,,,,,,,,,,,,,,,,,,,,,Asfi,Murrakus,Murrakus,Ismaeli,Ismaeli,Ismaeli,Imilchil,,Midelt,,Misur,Misur,,,,,,,,,,,,,,,,Qabis,Qabis,Madaniyin,Sabratah,Sabratah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sur,Tabariyyah,Tabariyyah,Dimashq,Dimashq,Dimashq,As-Suwayda'
,,,,,,,,,,,,,,,,,,,,As-Sawirah,As-Sawirah,Murrakus,Murrakus,Murrakus,Warsasat,Warsasat,,Sijilmasah,,Talsint,Talsint,,,,,,,,,,,,,,,,,,,Madaniyin,Sabratah,Sabratah,Tarabulus,Tarabulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akka,Sebastiya,,Busra,Busra,As-Suwayda',As-Suwayda'
,,,,,,,,,,,,,,,,,,,,Agadir,Tarudant,Murrakus,Murrakus,Murrakus,Warsasat,Warsasat,Sijilmasah,Sijilmasah,,,,,,,,Tamentit,Tamentit,Tamentit,,,,,,,,,,,,,Sabratah,Sabratah,Tarabulus,Tarabulus,Homs,Misratah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akka,Sebastiya,Sebastiya,Busra,Busra,As-Suwayda',As-Suwayda'
,,,,,,,,,,,,,,,,,,,,Agadir,Tarudant,Tatah,Tatah,,,,,,,Zakurah,Zakurah,Zakurah,,,,Tamentit,Tamentit,Tamentit,,,,,,,,,,,,,,,,Tarabulus,Homs,Misratah,Misratah,,,,,,,,,,,Barca,Barca,Grennah,Grennah,,,,,,,,,,,,,,,,,,,,,Asqalan,Al-Quds,Al-Quds,Amman,Amman,,,
,,,,,,,,,,,,,,,,,,,,Sidi Ifni,Taghjijt,,,,,,,,,Zakurah,Zakurah,Zakurah,,,,Tamentit,Tamentit,Tamentit,,,,,,,,,,,,,,,,,Homs,Misratah,Misratah,,,,,,,,,,Benghazi,Benghazi,Barca,Grennah,Grennah,Darnis,,,,,,,,,,,,,,,,,,,,Asqalan,Al-Quds,,Amman,Amman,,,
,,,,,,,,,,,,,,,,,,,Sidi Ifni,Sidi Ifni,Taghjijt,,,,,,,,,Zakurah,Zakurah,Zakurah,,,,,,,,,,,,,,,,,,,,,,,,Misratah,Misratah,Surt,,,,,,,,,Benghazi,Benghazi,,,Darnis,Darnis,Darnis,Tubruq,Tubruq,,,,,,,,,Al-Iskandariyya,Disuq,Dumyat,Dumyat,,,,Ghazza,Ghazza,Bi'r as-Sab',,Al-Batra,,,,
,,,,,,,,,Tin Al-Arif,,,,,,,,,Tantan,Tantan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surt,Surt,Surt,Labdah,Labdah,,,,,Benghazi,Benghazi,,,,Darnis,Darnis,Tubruq,Tubruq,Tubruq,Sidi Barrani,Sidi Barrani,Mersa Matruh,Mersa Matruh,,,Al-Iskandariyya,Al-Iskandariyya,Disuq,Dumyat,Dumyat,Tell el-Farama,Tell el-Farama,Ghazza,Ghazza,Bi'r as-Sab',Al-Batra,Al-Batra,Al-Batra,,,,
,,,,,,,,Tin Al-Arif,,,,,,,,,Tarfayah,Tantan,,,,,,Tinduf,Tinduf,Tinduf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surt,Surt,Labdah,Labdah,Sabha,,,Agilah,Agilah,,,,,,,,,,Sidi Barrani,Sidi Barrani,Mersa Matruh,Mersa Matruh,Parajyiah,Parajyiah,Al-Iskandariyya,Al-Iskandariyya,Al-Qahira,Al-Qahira,Qulzum,Qulzum,Qulzum,,Al-Aqabah,Al-Aqabah,Al-Aqabah,Al-Batra,Al-Batra,Tabuk,,,
,,,,,,,,,,,,,,,,Tarfayah,Tarfayah,,,,,,,Tinduf,Tinduf,Tinduf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Labdah,Sabha,Sabha,Sabha,Agilah,,,,,,,,,,,,,,,,,,,Al-Qahira,Al-Qahira,Qulzum,,Raithu,,Al-Aqabah,,Al-Aqabah,Tabuk,Tabuk,Tabuk,,,
,,,,,,,,,,,,,,,Bujadur,Bujadur,,,,,,,,Tinduf,Tinduf,Tinduf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al-Qahira,Al-Qahira,Al-Qahira,,,Raithu,,,Duba,Tabuk,Tabuk,Tabuk,,,
