,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnarvon,Conway,Chester,Derby,Nottingham,Lincoln,Grimsby,,,,,,,,,,,,,Ribe,,,Odense,,Copenhague,,Malmoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newtown,Shrewsbury,Birmingham,Leicester,Nottingham,Boston,,,,,,,,,,,,,Ribe,Flensbourg,,,Copenhague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moscou,Moscou,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pembroke,Cardigan,Brecknock,Hereford,Worcester,Coventry,Northampton,Peterborough,Ely,Norwich,,,,,,,,,,,,Husum,Kiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moscou,Moscou,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swansea,Cardiff,Gloucester,Gloucester,Oxford,Northampton,Cambridge,Ipswich,Yarmouth,,,,,,,,Groningue,Groningue,Aurich,,Hambourg,Kiel,Luebeck,,Rostock,Stralsund,,,,,,,,,,,,,,,Vilna,Vilna,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,Bath,Oxford,Reading,Colchester,Colchester,,,,,,,Amsterdam,,Zwolle,Zwolle,Oldenbourg,Breme,Hambourg,Hambourg,Luebeck,Luebeck,Rostock,Greifswald,,,,,,,,,,,,,,,Vilna,Vilna,,,Minsk,Minsk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bideford,Glastonbury,Glastonbury,Bridgwater,Winchester,Reading,Londres,Londres,,,,,,,La Haye,Amsterdam,Amsterdam,Arnhem,Enschede,Oldenbourg,Breme,Hambourg,Hambourg,M&#246;lln,Schwerin,Schwerin,Neubrandenbourg,Stettin,Stettin,,,,Dantzick,Dantzick,,,,,,,,,,Borissov,Borissov,Minsk,Minsk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tintagel,Plymouth,Exeter,Exeter,Dorchester,Southampton,Portsmouth,Chichester,Hastings,Cantorbery,,,,,Anvers,Anvers,Utrecht,Utrecht,Nimegue,M&#252;nster,Osnabr&#252;ck,Minden,Hannovre,Lunebourg,Lunebourg,Stendal,Brandebourg,Oraniembourg,Stettin,Stettin,,,,,,,,,,,,,,,Borissov,Borissov,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falmouth,Truro,,Plymouth,,,,,,,,,Calais,Dunkerque,Bruges,Gand,Bruxelles,Bruxelles,Maestricht,Essen,Tremoigne,Paderborn,Minden,Hannovre,Brunswick,Magdebourg,Magdebourg,Brandenburg,Berlin,Berlin,Landsberg,Landsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boulogne,Arras,Lille,Gand,Bruxelles,Bruxelles,Maastricht,Essen,Tremoigne,Paderborn,Paderborn,Brunswick,Brunswick,Magdebourg,Magdebourg,Wittemberg,Berlin,Francfort-sur-l'Oder,Landsberg,Landsberg,Posen,Posen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cherbourg,,,Le Havre,Le Havre,Dieppe,Abbeville,Amiens,Cambrai,Mons,Charleroi,Liege,Aix-la-Chapelle,Cologne,Cologne,Marbourg,Cassel,Cassel,Erfurt,Halle,Halle,Leipsick,Wittemberg,Francfort-sur-l'Oder,Glogau,Glogau,Posen,,,,,Varsovie,Varsovie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coutances,Bayeux,Caen,Le Havre,Rouen,Rouen,Paris,Paris,Rheims,Rheims,Namur,Liege,Aix-la-Chapelle,Coblence,Coblence,Marbourg,Marbourg,Fulda,Erfurt,Halle,Leipsick,Leipsick,Dresde,Dresde,Glogau,Breslau,Breslau,,,,,Varsovie,Varsovie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest,Morlaix,Lannion,,,Avranches,Caen,Caen,Lisieux,Evreux,Paris,Paris,Paris,Meaux,Rheims,Sedan,Arlon,Luxembourg,Treves,Mayence,Francfort,Francfort,Wurtzbourg,Bamberg,Bamberg,Hof,Misnie,Dresde,Dresde,Herschbourg,Breslau,Breslau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quimper,Lorient,Saint-Brieuc,Saint-Malo,Saint-Malo,Fougeres,Mayenne,Alencon,Alencon,Chartres,Paris,Paris,Paris,Sens,Chalons,Verdun,Metz,Metz,Sarrebruck,Mayence,Mannheim,Heidelberg,Wurtzbourg,Nurembourg,Bamberg,Bayreuth,Pilse,Prague,Prague,,Glatz,Glatz,Opole,,,,,,,,,,,,,,,,,,Kiev,Kiev,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorient,Vannes,Rennes,Rennes,Laval,Le Mans,Le Mans,Vendome,Orleans,Orleans,Fontainebleau,Fontainebleau,Sens,Troyes,Bar-le-Duc,Nancy,Sarrebruck,Strasbourg,Baden,Carlsruhe,Heilbronn,Ansbach,Nurembourg,Nurembourg,Ambourg,Pilse,Prague,Prague,Prague,Glatz,,Opava,,,Cracovie,Cracovie,,,,,Leopol,Leopol,,,,,,,,Kiev,Kiev,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vannes,Nantes,Nantes,Angers,Angers,Saumur,Tours,Blois,Orleans,Nemours,Auxerre,Auxerre,Langres,Chaumont,Nancy,Strasbourg,Strasbourg,Baden,Stuttgart,Stuttgart,Ansbach,Ingolstadt,Ingolstadt,Ratisbonne,Ratisbonne,Prague,Prague,Prague,Ostrau,Ostrau,,,,Cracovie,Cracovie,,,,,Leopol,Leopol,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nantes,Nantes,Cholet,Cholet,Saumur,Tours,Blois,Bourges,Bourges,Clamecy,Autun,Dijon,Dijon,Epinal,Colmar,Fribourg en Brisgovie,Reutlingen,Reutlingen,Ulm,Augsbourg,Augsbourg,Munich,Ratisbonne,Passau,,Budweis,Brunne,Brunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Roche-sur-Yon,La Roche-sur-Yon,Bressuire,Bressuire,Poitiers,Poitiers,Chateauroux,Nevers,Nevers,Autun,Autun,Dijon,Dole,Besancon,Mulhouse,Fribourg en Brisgovie,Constance,Constance,Ulm,Augsbourg,Augsbourg,Munich,Munich,Passau,Passau,Linz,Vienne,Brunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Rochelle,Niort,Niort,Poitiers,Poitiers,Gueret,Montlucon,Moulins,Moulins,Chalon-sur-Saone,Lons-le-Saunier,Neuchatel,Lausanne,Bale,Zurich,Zurich,,Bregenz,Innsbruck,Innsbruck,Rosenheim,Rosenheim,Salzbourg,Salzbourg,Linz,Vienne,Vienne,Pressbourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Rochelle,Saintes,Angouleme,Angouleme,Limoges,Limoges,Clermont,Clermont,Roanne,Macon,Bourg-en-Bresse,Geneve,,Berne,Lucerne,,Vaduz,,,Innsbruck,Schwaz,Schwaz,Salzbourg,Salzbourg,Linz,Vienne,Vienne,Pressbourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux,Bordeaux,Bergerac,Perigueux,Tulle,,Clermont,Clermont,Lyon,Lyon,Chambery,Geneve,,Ivree,,,,,,,,,,Klagenfort,Graz,Graz,,,Strigonie,Pest,Pest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordeaux,Marmande,Villenueve-sur-Lot,Cahors,Figeac,Aurillac,Saint-Flour,,Vienne,Lyon,Chambery,,,Turin,Milan,Milan,Bresse,,,Trente,Trente,Udine,Klagenfort,Klagenfort,Graz,Graz,,,,Buda,Pest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Le Ferrol,Le Ferrol,Aviles,,,,,,,,,,,Mont-de-Marsan,Agen,Montauban,Montauban,Gaillac,Albi,,Le Puy,Montelimar,Valence,Grenoble,,Turin,Turin,Novare,Milan,Bresse,Verone,Verone,Trevise,Aquilee,Gurize,Lubiane,Lubiane,Marbourg,Marbourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,La Corogne,La Corogne,Lugo,Aviles,Gijon,Gijon,Villaviciosa,,,,,,,Bayonne,Bayonne,Orthez,Auch,Toulouse,Toulouse,Castres,Millau,Ales,Avignon,Orange,,Coni,Coni,Alexandrie,Pavie,Pavie,Cremone,Mantoue,Venise,Venise,,Trieste,Lubiane,Lubiane,Zagreb,Zagreb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Pontevedra,Saint-Jacques-de-Compostelle,Lugo,,,,Oviede,Santandre,Santandre,Bilbao,Bilbao,Saint-Sebastien,Saint-Sebastien,,Oloron-Sainte-Marie,Pau,Tarbes,Toulouse,Toulouse,Castres,Lodeve,Nimes,Avignon,Aix,Digne,,Nice,Genes,Genes,La Spezia,Parme,Modene,Ferrare,,,Pula,Fiume,Fiume,Zagreb,Zagreb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Vigo,Ourense,Ourense,Ponferrada,Leon,Leon,,Tour-la-Plaine,Tour-la-Plaine,Vitoire,Vitoire,Pampelune,Pampelune,,,,Foix,Foix,Limoux,Carcassone,Montpellier,Montpellier,Marseille,Aix,Cannes,Nice,,,,Lucques,Lucques,Bologne,Ravenne,,,,,Fiume,Charleville,Charleville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Braga,Braga,,Ponferrada,Leon,Leon,Sahagun,Burgos,,Nagere,Logrogne,Pampelune,Pampelune,Haca,,,,,Limoux,Narbonne,Beziers,,,Marseille,Toulon,,,,,,Pise,Florence,Ravenne,Rimini,,,,Zadar,Zadar,Bihac,,,,,Belgrade,Belgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Crique-du-Heroisme,,,,,,,,,,,,,,,,,,,,Porto,Porto,Bragance,Zamora,Leon,Leon,Palencie,Burgos,Burgos,Sorie,Sorie,Calahorre,Tudele,Huescque,Haca,,Andorre-la-Vieille,,,Perpignan,,,,,,,,,,,Pise,Sienne,Florence,Pesaro,Ancone,,,,Zadar,,,,,,Belgrade,Belgrade,,,,,,,Bucarest,Bucarest,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Porto,Porto,Bragance,Zamora,Zamora,Valais d'Olit,Valais d'Olit,Valais d'Olit,Arande-de-Duere,Sorie,Sorie,Tudele,Saragosse,Saragosse,Huescque,La Pobla-de-Segur,Manresa,Manresa,Gerone,Gerone,,,,,,,,Bastia,,,,Livourne,Perouse,Perouse,Ancone,,,,,,,,,,,,,,,,,,Bucarest,Bucarest,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pointe-Mince,Pointe-Mince,,,,,,,,,,,,,,,,Aveiro,Biseaux,Coville,Ville-de-Rodrique,Salamanque,Salamanque,Aville,Segovie,,Madrid,Guadalarre,Guadalarre,Catalayud,Saragosse,Saragosse,Lerida,Lerida,Barcelone,Barcelone,Barcelone,Gerone,,,,,,,Ajaccio,Bastia,,,,Grosseto,Grosseto,Perouse,,Ancone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Coimbre,Coimbre,Coville,Alcantare,Plasencie,,,,Madrid,Madrid,Madrid,Guadalarre,Catalayud,Catalayud,Calamoche,Lerida,Tarragone,Barcelone,Barcelone,,,,,,,,,Ajaccio,Bonifacio,,,,,Rome,Rome,L'Aquila,,,,,,,Raguse,Raguse,,,,,,,Sofia,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ville-du-Port,,,,,,,,,,,,,,,,Leiria,Coimbre,Chateau-Blanc,Albuquerque,Albuquerque,Caceres,Caceres,Talavera de la Reina,Tolede,Madrid,Madrid,Cuencque,Cuencque,Teruel,,Tarragone,Tarragone,,,,,,,,,,,,,,,,,Rome,Rome,Rome,Chieti,Pescara,,,,,,Raguse,,,,,,Sofia,Sofia,,,Andrinople,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Lisbonne,Lisbonne,,Chateau-Blanc,Albuquerque,Albuquerque,Caceres,Caceres,Talavera de la Reina,Tolede,Tolede,Cuencque,Cuencque,Cuencque,,Chateau-de-la-Plaine,Chateau-de-la-Plaine,,,,,,,,,,,,,Civite,,,,,,Rome,Rome,,Pescara,Pescara,San Severo,,,,,,,,,,Sofia,,,,Andrinople,Andrinople,Andrinople,,,,,,,,,,,,,Sinope,Sinope,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Lisbonne,Lisbonne,Evora,Evora,Badeaux,Badeaux,M&#233;rida,M&#233;rida,Almad&#233;n,Almad&#233;n,Ville-Royale,Ville-Royale,Albacete,Albacete,Valence,Valence,,,,,,,,,,,,,Sassari,Civite,,,,,,,Terracine,Naples,Naples,Benevent,Foggia,Bari,,,,,,,,,,,,,Andrinople,Andrinople,Andrinople,,,Constantinople,,,,,,Amastris,Amastris,Amastris,,Sinope,Sinope,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sines,Evora,Evora,Badeaux,Badeaux,M&#233;rida,M&#233;rida,Almad&#233;n,Almad&#233;n,Ville-Royale,Ville-Royale,Albacete,Albacete,Valence,Valence,,,,,,Palma-de-Majorque,,Mahon,,,,,Alguer,,,,,,,,,,Naples,,Potenza,Tarente,Brindisi,,,,,,,,,,,,,,Gallipoli,,,Constantinople,Constantinople,Constantinople,Nicom&#233;die,,,,Amastris,,,,,,,,,,,Tr&#233;bizonde,Tr&#233;bizonde
,,,,,,,,,,,,,,,,,,,,,,Sines,Beja,Beja,Xeres,Xeres,Llerena,Llerena,Cordoue,Cordoue,Jaen,Jaen,Guadix,,Almance,Alicante,Denia,,,Eivisse,,Palma-de-Majorque,,,,,,,Oristano,Cagliari,,,,,,,,,,Salerne,Cosenza,,,Brindisi,,,,,,,,,,,,Gallipoli,Gallipoli,,,,,Nicom&#233;die,Nicom&#233;die,,,,Angora,Angora,,,,,,,,,,Tr&#233;bizonde,
,,,,,,,,,,,,,,,,,,,,,,Lagos,Portimao,Beja,Huelve,Huelve,Seville,Seville,Cordoue,Cordoue,Grenade,Grenade,Guadix,,Murcie,Alicante,,,,,,,,,,,,,Cagliari,Cagliari,,,,,,,,,,,Cosenza,,,,,,,,,,,Thessalonique,,,,,,,Pruse,Pruse,Nic&#233;e,Nic&#233;e,,,,,Angora,Angora,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Portimao,Faro,Huelve,Huelve,Seville,Seville,Antequere,Antequere,Grenade,,,Carthagene,Carthagene,,,,,,,,,,,,,,,,,,,,,,,,,,Catanzaro,Crotone,,,,,,,,,,,,,,,,,Pruse,Pruse,Nic&#233;e,Nic&#233;e,,,,,,,,,,C&#233;sar&#233;e de Cappadoce,C&#233;sar&#233;e de Cappadoce,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cadix,Xeres,Antequere,Malaga,Malaga,L'Ejido,Almerie,Almerie,,,,,,,,,,,,,,,,,,,,,,,,,,,Catanzaro,,,,,Corfou,,,,,,,,,,,,,,,Nic&#233;e,Nic&#233;e,Nic&#233;e,,,,,,,,,C&#233;sar&#233;e de Cappadoce,C&#233;sar&#233;e de Cappadoce,,,,M&#233;lit&#232;ne,M&#233;lit&#232;ne,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cadix,Xeres,Marbelle,Malaga,,,,,,,,,,,,,,,,,,,,,,,,Trapani,Palerme,Palerme,Milazzo,Messine,,Reggio de Calabre,,,,,,Corfou,,,,,,Ath&#232;nes,Ath&#232;nes,,,,,Smyrne,,,,,,,,Iconium,Iconium,,,,,,,,,,M&#233;lit&#232;ne,M&#233;lit&#232;ne,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gibraltar,,,,,,,,,,,,,,,,,,,,Bizerte,Bizerte,,,,,,Marsala,Agrigente,Caltanissetta,,,,,,,,,,,,,,,Ath&#232;nes,Ath&#232;nes,Ath&#232;nes,,,Smyrne,Smyrne,,,,,,,,Iconium,Iconium,Iconium,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bougie,Bone,Bone,Tabarque,Tunis,Tunis,Tunis,,Pantellerie,,,,,Raguse,Syracuse,,,,,,,,,Argostoli,,,,,Ath&#232;nes,,,Andros,,,,,,,,,,,,Iconium,Iconium,,,Tarse,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanger,Ceuta,,,,,,,,,,,,Alger,Alger,,Bougie,Bougie,Constantine,Constantine,Beja,Tunis,Tunis,,,,,,,,,Syracuse,,,,,,,,,,,Patras,Patras,Corinthe,Corinthe,Nauplie,,,,Chio,,,,,,,Satalieh,Satalieh,,,,,Tarse,Tarse,Antioche de Cilicie,Antioche de Cilicie,Alexandrette,Alexandrette,,,&#201;desse,&#201;desse
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanger,Tetouan,Tetouan,,,,,,,,Oran,Mostaganem,Tenes,Alger,Alger,Setif,Setif,Setif,Constantine,Constantine,Kairouan,Kairouan,Sousse,,,,,,,,,,,,,,,,,,,,,Navarin,Mistra,Argos,,,Naxos,,,,,,,,,Satalieh,Satalieh,,,,,Tarse,,Antioche de Cilicie,,Alexandrette,Alexandrette,,,&#201;desse,&#201;desse
,,,,,,,,,,,,,,,,,,,,,,,,,,Larache,Ksar El Kebir,Ksar El Kebir,Chefchaouen,Rocher-de-Badis,Rocher-de-Badis,Melilla,,,Ain Temouchent,Oran,Oran,Mascara,Tenes,,,,,,Tebessa,Tebessa,Kairouan,Kairouan,Monastir,Monastir,,,,,,,La Valette,,,,,,,,,,,,,Navarin,Mistra,Malvoisie,,,,,,,,,,,,Satalieh,,,,,,,,,,Antioche,Antioche,Alep,Alep,&#201;desse,&#201;desse
,,,,,,,,,,,,,,,,,,,,,,,,,Rabat,Rabat,Meknes,Fes,Fes,,,Melilla,Nador,Tlemcen,Tlemcen,Sidi-bel-Abbes,Sidi-bel-Abbes,,,,,,,,,Tebessa,Kasserine,Kasserine,Sfakes,Sfakes,,,,,,,,,,,,,,,,,,,,,,Malvoisie,,,,,,,,Rhodes,,,,,,,,,,,,,,Tripoli,Tripoli,Alep,Alep,Racca,Racca
,,,,,,,,,,,,,,,,,,,,,,,,Rabat,Rabat,Meknes,Meknes,Fes,Fes,,,,,Oujda,Tlemcen,,,,,,,,,,,,,,Sfakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodes,,,,,,,,,,,Famagouste,,,,Tripoli,Tripoli,Homs,Homs,Palmyre,Palmyre
,,,,,,,,,,,,,,,,,,,,,,Casa,Casa,Fedala,,,,,,,,,,,,,,,,,,,,,,,,,Gabes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,Nicosie,Famagouste,,,,,Beyrouth,,Homs,Homs,Palmyre,Palmyre
,,,,,,,Funchal,Funchal,,,,,,,,,,,,,Mazagan,Casa,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabes,Medenine,,,,,,,,,,,,,,,,,,,,,,,La Can&#233;e,La Can&#233;e,H&#233;raklion,H&#233;raklion,,,,,,,,,,,Limassol,Nicosie,,,,,,Beyrouth,Beyrouth,Damas,Damas,Damas,Palmyre
,,,,,,,,,,,,,,,,,,,,,Safi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medenine,Sabratha,Sabratha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyr,Tib&#233;riade,Tib&#233;riade,Damas,Damas,Damas,Soue&#239;da
,,,,,,,,,,,,,,,,,,,,Mogador,Mogador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabratha,Tripoli,Tripoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acre,Sebastia,,Bosra,Bosra,Soue&#239;da,Soue&#239;da
,,,,,,,,,,,,,,,,,,,,Agadir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tripoli,Tripoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acre,Sebastia,Sebastia,Bosra,Bosra,Soue&#239;da,Soue&#239;da
,,,,,,,,,,,,,,,,,,,,Agadir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyrene,,,,,,,,,,,,,,,,,,,,,,,Ascalon,Hi&#233;rosolyme,Hi&#233;rosolyme,Amman,Amman,,,
,,,,,,,,,,,,,,,,,,,,Sainte-Croix-de-la-Mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascalon,Hi&#233;rosolyme,,Amman,Amman,,,
,,,,,,,,,,,,,Port-du-Chapelet,,,,,,Sainte-Croix-de-la-Mer,Sainte-Croix-de-la-Mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandrie,Dessouk,Damiette,Damiette,,,,Gaza,Gaza,Bersab&#233;e,,P&#233;tra,,,,
,,,,,Sainte-Croix-de-la-Palma,,,,Sainte-Croix-de-Tenerife,,,,,,,,,Tan-Tan,Tan-Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandrie,Alexandrie,Dessouk,Damiette,Damiette,P&#233;luse,P&#233;luse,Gaza,Gaza,Bersab&#233;e,P&#233;tra,P&#233;tra,P&#233;tra,,,,
,,,,,,,,Sainte-Croix-de-Tenerife,,,Palmas,,,,,,Tarfaye,Tan-Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandrie,Alexandrie,Le Caire,Le Caire,Suez,Suez,Suez,,Akaba,Akaba,Akaba,P&#233;tra,P&#233;tra,Tabuk,,,
,,,,,,,,,,,,,,,,Tarfaye,Tarfaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Caire,Le Caire,Suez,,Raithu,,Akaba,,Akaba,Tabuk,Tabuk,Tabuk,,,
,,,,,,,,,,,,,,,Boujdour,Boujdour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Caire,Le Caire,Le Caire,,,Raithu,,,Douba,Tabuk,Tabuk,Tabuk,,,
